session_duration_sec,scroll_depth_pct,clicks_per_minute,idle_time_sec,mouse_movement_dist,tab_switches,attention_span
3372,56.39195667556237,12.0,3.076133341474879,520.0594585585309,0,high
485,50.027853520776034,26.0,68.12746782716911,685.6930297233583,0,low
3563,6.9394085904183385,20.0,27.482067391126762,557.8204443667731,1,high
1305,8.987685173616066,23.0,35.89482514243053,550.3230114748966,7,low
1046,60.09120056590861,14.0,18.708478185146493,196.97728262333544,3,low
2373,,16.0,42.37675757849903,376.7130835373156,3,low
2797,91.72680665776807,16.0,26.347982394582804,808.130275038656,4,high
367,40.659053735947225,6.0,1.6590750505297123,410.12571236811016,4,low
908,14.328145870264109,14.0,66.2447232734033,689.6714314320602,3,low
1106,71.4718833502036,17.0,10.938454960590658,408.3738665965576,0,high
821,29.335342144100984,14.0,4.451199240520471,458.3269247735805,3,low
2294,52.54703073558932,15.0,2.7648076352042583,577.3380268030278,1,high
793,69.783278550517,24.0,38.236183890079545,515.1039523991014,3,low
2265,90.02641112020704,17.0,36.518668843918846,557.226867650162,1,high
409,79.2191194801676,9.0,36.13540099342658,377.2414617909519,3,low
522,67.63610678727241,23.0,74.21998861374517,329.5594715796865,0,low
3142,67.96331823951436,16.0,12.874743503712658,367.1192578414248,1,high
1210,94.59246440320865,16.0,24.7067700451134,420.152278780645,0,high
2092,29.582409749653603,12.0,28.9877247996881,,7,low
94,,23.0,116.5933312222884,655.5913070959731,1,low
2598,27.19545593981987,14.0,11.234090505722865,513.1012184037572,3,high
1397,21.7891379626744,19.0,93.93364165442695,572.6895653762878,3,low
1182,66.18345851139982,19.0,4.830930512567472,521.2401518870198,5,low
2057,63.3711599765529,20.0,43.31788930755177,,0,high
2725,59.34613827047238,10.0,30.06247740359235,502.59042890084737,2,high
1525,1.62434432094537,13.0,50.93103555332679,519.6173165287304,1,low
3164,72.87780544506475,20.0,0.8731513816049644,613.9884832011961,2,high
1192,,14.0,2.440565835839159,339.71178955348023,3,low
1552,66.50559890066312,14.0,2.167308827509571,193.9383702277459,2,high
2670,55.65784285021533,23.0,26.96527441674894,526.4395722755746,3,high
421,34.27309254279072,11.0,27.709739172232844,553.077500238257,1,low
1728,13.457626710410775,,70.9673089179496,473.09227905244285,2,low
448,9.441889766048096,12.0,18.9110038127185,504.20313510901866,3,low
2366,83.15183331122236,,2.1142529942180355,631.8158567874207,3,high
408,,18.0,7.0538045018305535,431.17916352087366,0,high
1826,64.97880467642996,18.0,0.24317576112796283,458.2038736762131,2,high
3591,10.343411486048337,18.0,44.97912509546066,511.8554666920748,1,high
2308,40.20272168882407,12.0,50.71934742217233,317.0277981245986,3,low
3095,72.89392001051573,13.0,185.55754188837486,477.21541624283685,1,low
2118,77.9820884010068,,15.940772443317252,490.4385023998691,1,high
3129,11.82186222910886,19.0,,745.5563321480411,2,high
2212,0.003071884538241587,22.0,8.025792341650165,455.2826513557309,1,low
230,71.2137045880605,18.0,26.58513258352493,530.0016859916701,2,low
1893,35.659617598620564,12.0,,637.7926408084613,2,low
809,25.448133161826025,14.0,3.2803382979860567,374.3772912034358,2,low
3007,1.289746978952544,16.0,3.888674818359195,,2,high
3134,54.02994067614997,12.0,36.29560035379919,764.5805348085917,2,high
3149,85.11507354259817,17.0,33.007043077284195,495.6655568526987,2,high
532,95.76316462725879,19.0,8.650723226324413,419.086090781093,0,high
2484,,18.0,50.32263736619828,744.0679136585582,0,high
1781,51.44613277398942,13.0,4.135779669127713,619.3446309152222,1,high
834,8.50563854892411,10.0,78.00623018022836,512.2953806995754,4,low
2176,54.887280154259976,20.0,6.733028906505368,714.0265729423554,2,high
2761,37.99790789653946,19.0,2.545579822695167,698.148828282398,1,high
1925,60.71352808835769,11.0,12.443747838017597,449.5614569062666,1,high
2803,38.87263478765467,15.0,6.241785013500283,537.3094779948725,1,high
1600,24.029912345036674,,22.45606914731191,586.5188731888934,1,low
990,9.49652752283765,8.0,34.83185737982359,504.3095044831777,1,low
2690,31.491844458889574,14.0,20.254596135356937,291.3694113643579,1,high
1515,,22.0,32.41792586060801,359.26107444526303,2,low
2720,17.689695082398394,18.0,13.620153412494767,296.2605821809659,2,high
1058,98.73361585795459,17.0,0.8495953566497956,573.9386454536007,2,high
3319,44.41035569066186,23.0,109.56384311041859,322.34715243143836,2,low
532,53.187176650501655,19.0,51.346362502922425,528.8627106226145,3,low
2844,87.36185287372153,9.0,2.287608642835882,774.7855739412736,1,high
427,99.55689004906878,11.0,17.890219778974902,714.1655277368219,0,high
900,58.27144493446815,19.0,30.237305206104452,224.3875029599032,0,high
2872,,12.0,6.343649038646886,308.1947793843491,1,high
422,32.694102433667524,11.0,25.881689340547947,383.52253637302124,4,low
236,30.57439574472911,15.0,,324.64644661709485,2,low
1068,40.27037209945602,21.0,7.005863317367993,251.92784340173998,1,low
1911,67.25072626736491,11.0,4.566936519949395,498.3739490412139,0,high
2969,68.21916892550988,14.0,42.68405649362683,605.7650824124846,2,high
1514,31.52394346494508,12.0,,643.1051058084331,5,low
893,13.320992413662868,16.0,8.393025613003413,428.8285743884286,1,low
2820,63.239625646550856,17.0,40.168397421262995,459.21444495266127,5,low
3342,12.832586218876452,10.0,39.96199220249095,553.3515867687133,1,high
593,57.84925082293301,7.0,9.70556443456477,483.72716572412764,1,low
1050,69.3422128056309,17.0,61.805280287651925,621.5910164143703,3,low
125,70.06114963944516,16.0,34.96662671773298,564.554729425177,6,low
1953,75.34721106595967,13.0,12.72862407867472,443.5543364728956,1,high
1787,,,,221.5045532519835,5,low
2562,49.995899196478845,16.0,38.91661881989127,724.854740822299,1,high
3508,73.02491895295712,11.0,7.1318759307895325,397.08765658335176,2,high
2308,61.91727353658367,13.0,,553.6337968595391,4,high
2826,18.663993979768257,18.0,31.80122551362744,212.51124969213538,2,high
1708,2.568964486940817,23.0,23.26317810648615,498.30251249212927,1,low
3272,28.454138567693377,14.0,28.11994221876582,515.0392941293298,3,high
570,,15.0,23.703787531105473,522.2903108821494,1,low
1089,61.71059444286563,7.0,6.665349661062905,952.0689924076994,1,high
2602,84.99593305032053,13.0,15.839425349689089,405.3322439309851,1,high
1213,19.624571670616564,17.0,22.7776797292621,623.0996340435039,0,low
1752,12.55497898984771,15.0,45.43238897359374,578.4848678314065,0,low
3344,96.34799474743275,20.0,31.831193130965964,398.2041510998621,1,high
3187,10.80445593764071,13.0,16.684678026402576,620.8504104771395,2,high
1849,47.84910701071892,,109.954691137042,475.3518594603796,1,low
2655,58.55637287933019,18.0,3.421798106627223,631.2864826365078,2,high
2759,54.137442090743825,13.0,6.950580606627021,,1,high
2634,8.603215703294321,17.0,12.525186820045002,522.619833595115,1,high
1627,5.702691400361937,17.0,7.7853610807596425,457.8312156397323,0,low
3090,10.548342746103568,11.0,29.46025818974701,657.733427571562,2,high
2723,58.55876838726125,16.0,1.2106234115644803,,1,high
825,54.43448876343211,16.0,5.8598982380938445,367.5113690911926,1,high
1081,23.374079203674427,27.0,10.41647628329249,432.05643656928873,5,low
1673,63.777414184559156,21.0,34.49834620655037,601.3134907761893,0,high
1393,82.00675020556494,14.0,62.59153950054404,480.1951984377921,3,low
2011,,21.0,48.057751725047936,356.8501980519819,1,low
1384,49.81299435480424,16.0,6.029756630341476,581.1042241843093,1,high
1693,68.93104121026903,19.0,25.000273836811193,600.7234573560158,1,high
1559,25.23119270696871,19.0,0.9144766042018928,449.8421366154537,4,low
2068,30.77709052931491,14.0,11.155257583005518,509.2023147996855,2,high
3449,,11.0,49.19440774783943,413.51403965808214,2,high
1526,89.7935293443737,19.0,18.30091560013087,335.7143861132041,2,high
3332,80.99244203028994,16.0,4.8734969779125334,425.440309005772,4,high
2267,58.31302190995835,10.0,17.31715736277066,511.08985252638604,4,low
3326,73.02217177572491,14.0,6.6206317845202065,278.7366167796056,2,high
1438,36.482247020779866,20.0,14.986258627702517,,4,low
1430,,19.0,20.07316374855303,513.1745195889108,1,high
1336,46.6181591127557,9.0,12.90309960491934,679.1989865187301,1,high
2710,18.993613645756092,12.0,82.92383471235675,453.1111467799203,1,low
2705,70.17382738772572,9.0,24.80243481419737,313.1146474836167,2,high
1002,55.646463734882204,18.0,55.524783052554376,468.5509980953407,5,low
1798,35.86215819535914,17.0,42.90469755569019,415.01460438648644,2,low
1312,,9.0,32.46737639369427,582.8267832586045,1,high
3460,2.0934117826733267,17.0,20.608318710043896,,3,high
739,31.5773151249496,14.0,,93.41500676310937,3,low
1509,,15.0,,1053.7436751796708,3,low
1464,,13.0,13.199714648813647,521.3544937386395,0,high
678,70.21074541137926,15.0,3.7588082151676003,513.3787265462869,2,low
347,33.13522187363171,11.0,17.643419789095383,268.78850420044523,0,low
3326,67.5662902207073,14.0,39.90346933623987,280.3146101057582,5,high
1287,39.593722619594985,23.0,97.85177333757323,486.2076563490451,2,low
713,,13.0,14.057174388732154,550.425699846746,3,low
693,45.41836627367061,13.0,23.473997940589932,605.3171208765128,6,low
2028,41.22797278316656,21.0,57.16351429106935,535.6156485977391,1,low
3475,93.4729915488301,13.0,12.193942124886105,322.1086695247799,3,high
1661,25.087909989070024,22.0,4.603531312868265,,5,low
1525,12.044733999656543,16.0,9.933634290597764,484.9666475932692,1,low
3334,58.45431132594582,,68.81554916855836,419.9037994086308,3,high
1166,96.93218122841789,9.0,5.208934742657934,310.61424138315726,2,high
1883,,18.0,11.979469391270387,624.2087336158438,2,high
1550,6.203676362878152,13.0,18.744493235041343,263.66348762300174,3,low
2519,33.93052673095674,13.0,56.34172963074656,592.5453259184874,1,high
593,50.593165431955846,16.0,83.28021290032541,288.4793037473778,2,low
1321,16.19230066322137,,16.643863987016623,520.1133028374996,3,low
3487,65.8102218056492,14.0,80.62716127564657,640.0961483027933,1,high
3488,99.77493890102006,,5.282757455912339,449.3100026596589,0,high
3214,45.17394759814438,13.0,5.118393573727292,753.4879751760233,2,high
1666,35.472855673021265,,89.4257943489008,787.6829488390256,1,low
3029,40.070416683446666,8.0,21.38091936400946,535.5762500029483,3,high
3182,11.514617839520113,21.0,6.170450850243037,581.207805588541,4,low
728,88.32736014262238,13.0,20.082355399496453,,1,high
2190,,,45.8649439632272,581.6639558728234,5,low
31,38.72744114248413,18.0,52.620104299781055,565.5864826397816,3,low
671,65.96902729304743,16.0,59.84623094228289,421.3895895835868,0,low
2297,44.203342093112354,17.0,25.289180042065205,246.89657372334318,2,high
1619,64.8233468807846,13.0,60.51000978329786,291.48568801257846,0,high
884,6.144629013078751,12.0,21.402346211904877,857.3551038142278,2,low
1789,81.37233437222274,5.0,28.022943063523982,548.3688436707502,0,high
3326,94.05039528794026,13.0,42.6538912399617,463.1474777913003,1,high
2462,64.8765386159386,,16.62427667034561,689.4990888676864,0,high
3504,95.45659288588108,10.0,,387.58130407072554,1,high
1691,,15.0,12.931166474288437,587.4662401119782,5,low
1183,,,29.340533610336767,511.5788050340057,2,low
1106,,13.0,6.4081396095533805,569.0041251655404,3,low
1737,58.17366474211867,12.0,4.818634771513001,,0,high
2807,,12.0,,355.29585390644297,1,high
1725,33.80844093662614,15.0,0.9791503595010911,376.5693390290537,3,low
1763,12.68240225504188,21.0,40.80978201859166,,4,low
1469,39.17424505622782,10.0,8.981127738140394,499.5544531516766,3,low
2324,16.266081510548513,9.0,,266.57972292890855,4,low
865,73.43656764922184,10.0,36.03225180169821,312.8857077466861,0,high
3540,,13.0,55.53153179666717,520.3286446293803,4,low
232,5.856530528453385,20.0,0.6022731712774433,480.84874333791277,1,low
3285,55.236613781723435,17.0,7.981522595648949,528.5347301385048,3,high
152,59.52297327194016,11.0,87.13965386858281,493.24346985003365,1,low
430,87.19130612805056,8.0,14.596389772119009,877.842531033232,2,low
796,,12.0,83.70648573905729,,2,low
323,34.54808537234457,10.0,9.61494178783297,443.13805257690865,3,low
2357,80.30118815263205,15.0,7.379610980356105,515.1697678042265,4,high
2961,54.027889318742105,16.0,7.228092734191423,652.9932563765494,0,high
227,7.928028463119174,,2.67243441123322,492.5557415933803,4,low
3059,56.58505603132467,10.0,68.02588988641288,602.7092537954369,3,high
1960,90.80185454216624,17.0,117.11423919128437,559.4068946603325,5,low
2829,39.631262549822054,13.0,92.70709614513754,456.4376634736034,5,low
2221,29.632580189980008,14.0,57.32199471791532,516.6313698322928,2,low
638,14.346945701802005,16.0,56.29754988299007,739.8383171288114,1,low
3302,,18.0,32.460219567926686,536.4617442556946,0,high
1177,43.27714843418189,13.0,52.49786892782988,352.09684637433946,1,low
216,59.56798241615295,19.0,7.008787765133714,452.0734359300687,4,low
3427,8.061540516960175,12.0,14.726407375614583,182.8629125400792,3,high
2541,93.95685890251657,15.0,30.719309606945288,520.609806012932,3,high
3450,75.51336174451959,18.0,62.328416201289016,696.809351567422,1,high
1824,,14.0,32.40574161565301,298.7891347799219,5,low
689,82.84386709389908,21.0,,522.4599101762074,3,low
2841,8.01867568121133,17.0,19.27074280131455,647.814770880393,3,low
3032,47.68388777331244,,37.90146707471974,663.6707949794727,2,high
1985,63.00931268616634,14.0,,691.9701758413746,2,low
2480,82.86529061182893,12.0,4.998946789147275,219.7619252981745,0,high
1399,78.34695600492677,12.0,78.48630062744137,575.7396431917715,1,low
2016,27.706924971339962,10.0,22.16718700978524,274.1652222358092,3,low
1564,94.08801695592042,20.0,30.91891242331602,350.2501795141293,0,high
176,12.434584143087035,12.0,,623.1683389412759,2,low
3249,87.51336186211522,18.0,15.81140296751183,523.7070682777426,1,high
2941,97.09402496046185,20.0,16.27426593217435,608.950411135906,0,high
1764,17.715352322262557,14.0,22.47133189279818,360.63250927974525,0,high
1873,72.20660642037853,19.0,0.5786065950035443,721.0404665244315,2,high
518,4.028551877799846,15.0,20.59505018485596,603.2500900761576,2,low
3006,40.542282513915495,,10.320685254672522,,0,high
1989,,10.0,78.91359020054377,337.9749835827296,3,low
1693,58.064522590963406,11.0,2.7547526527403714,675.7101860318928,1,high
2628,93.59372482485595,18.0,18.4478558064913,452.5757635039396,1,high
2415,67.22506872941946,11.0,88.39008043712025,408.3160594781914,3,low
2949,48.1277951219237,12.0,69.38974668228981,593.8195310068493,1,high
670,80.96750362658894,16.0,,587.4817662181908,4,low
1832,95.05328209544089,18.0,26.701227677354332,372.97717283639935,3,high
2550,2.2066148682290843,22.0,9.885593192675186,808.445151528878,2,low
1999,98.25212722560387,14.0,13.716513203017756,772.1525864584662,1,high
2228,8.613213906368033,,,590.7552711217654,2,low
1468,81.43867792687614,13.0,46.26856369034599,564.5605134097532,4,low
3399,28.033475255141248,10.0,11.741087113924058,549.4679339390444,1,high
1664,13.217965775387174,14.0,33.05890785354647,267.50050609719926,0,low
292,43.98556397138349,15.0,13.276079587304695,516.9211081882195,3,low
1817,64.39565794476135,16.0,18.727134094946567,514.9312372843622,1,high
2221,38.0951845023475,9.0,24.290596582000262,413.59824706424286,1,high
2423,,20.0,48.562293414018015,453.5976241997623,3,low
653,59.94611396587166,20.0,7.115615247491637,142.80614079267906,0,high
1046,90.24032761106747,16.0,,335.40906048125134,2,high
910,38.32153659472517,15.0,4.180674975735552,638.2739437260934,2,low
2079,21.633277763082702,21.0,2.363521413516115,759.6795352459042,0,high
2974,44.25773459328154,19.0,27.841363168849643,358.49289720563434,3,high
1357,4.836271104878087,8.0,6.287984790503173,527.4272982463908,1,low
2331,82.04875844802748,16.0,1.8498588138796437,664.7573494095975,0,high
482,,13.0,,421.9677461157869,0,low
3138,58.800046342962844,19.0,22.927337794571216,601.4372265851923,2,high
1213,35.31028889383895,15.0,4.337881390930078,494.93154566297596,2,low
3092,79.97833644457833,11.0,1.647187897532925,678.5602982638023,5,high
2086,55.46870247883672,18.0,3.8302306182628234,307.6323890497065,1,high
3334,,12.0,19.12213667246221,334.313505684852,2,high
3200,63.14587925830206,16.0,33.12067991684859,541.9308753414217,3,high
1712,78.44054732127972,17.0,30.756400444085415,514.4309149850654,1,high
2893,59.856299321776,10.0,4.67937854045247,491.5514155260005,2,high
2285,,13.0,,586.3751240306724,4,low
1184,95.79458599261376,17.0,15.569041718514017,360.4025653163396,5,low
433,54.11138248788448,17.0,18.75029216623286,294.5846582567857,1,low
2229,60.50895185405384,17.0,48.498469261192014,424.9837837956912,2,high
2131,22.048763941474924,18.0,12.126448467071665,441.7582161952852,3,low
3221,62.565078942727645,14.0,4.769838433478777,457.4379228413133,1,high
1726,57.160764948294386,22.0,,690.3568567030815,1,low
657,18.483839794702494,12.0,7.152687248071542,615.5625870198813,2,low
616,5.958709735314372,19.0,10.445470558543576,579.9859803733143,0,low
1678,60.43593197147711,15.0,36.78553594329304,533.2999391943966,2,high
1473,76.36922693503206,17.0,34.517730890441946,434.87173164266676,0,high
1475,52.34013709220082,8.0,48.34320065211562,371.90822648248326,3,low
133,22.67726253196457,14.0,6.0953252331924155,320.42638689619685,2,low
283,66.65219766930349,19.0,13.028898302014037,395.8239724293987,2,low
3328,8.010572660960225,9.0,4.0362395513374,493.56170174585174,0,high
3213,44.183370480195464,9.0,23.36371081523534,,0,high
2587,16.33667583984202,12.0,10.383522956481139,525.4279636604914,2,high
1526,18.445905105988338,,35.03266338353433,470.8342809146533,6,low
128,20.229394915820365,16.0,0.010332818784352927,440.4052382685196,2,low
2230,38.67070570439779,15.0,1.846146746638801,674.2299351817455,1,high
1914,5.115020562039763,13.0,16.998623750818297,130.9072066665903,0,high
2991,39.77934409290982,15.0,95.23439902870905,442.4405682072605,1,high
1949,51.170744711470086,20.0,66.45134719923739,147.1343831555783,2,low
907,48.329428496632524,12.0,,535.7844009394164,0,low
367,38.27841004030405,,16.17830776587795,614.3272374798389,2,low
2899,83.91466080707525,14.0,1.430630481388549,297.33406936792977,2,high
3264,14.53266924205041,14.0,10.956603736055097,316.54136241629146,5,low
986,50.5696743781374,15.0,33.78914300381925,245.25502524343165,2,low
1734,6.20414169565543,10.0,4.356454963131372,509.54629890697515,2,low
190,7.1155678877909745,15.0,10.699056002998777,448.88175856939586,1,low
1633,57.38658496770963,14.0,1.7341545028171996,458.201790441261,1,high
2878,56.6018424887821,12.0,19.328827030282376,,0,high
427,87.8033512844457,9.0,7.030711055982552,,0,high
1330,55.78736756600732,25.0,2.870492367343744,669.7811035844055,1,high
845,,29.0,15.890866868154953,,3,high
1557,4.869484839992976,20.0,12.980097986639516,,1,low
1949,9.800768478074106,23.0,23.134412187523765,394.91797762512476,2,low
1445,4.40658615703814,17.0,41.473690708319964,369.1896838298786,1,low
1188,18.527685033354004,12.0,3.582726303797608,710.8891855209592,0,low
1248,54.12701109416781,15.0,,606.6828909024298,3,low
430,64.5572181427428,14.0,0.79925220834748,481.02658146161707,2,low
669,4.55851579486688,25.0,17.56119013852831,756.0831777430789,3,low
3134,94.59708898455993,20.0,26.560502579933196,717.8065392798776,2,high
2765,84.2165376650381,11.0,94.39572919651917,465.39336587873447,1,high
489,29.661248215709314,11.0,25.59405782806444,438.4152016814286,2,low
984,7.718753022646796,14.0,5.185963171784557,445.6454066153977,1,low
499,16.98870732190573,14.0,21.86583015469941,357.0880106046604,2,low
3476,12.694441375497266,18.0,15.114703250473037,760.0961672700744,0,high
1075,12.328377929894685,,19.58063824860025,349.0381245411684,1,low
2827,51.85616886657339,15.0,,630.245647314116,2,high
1723,24.58474424934003,18.0,20.844079040725653,603.5814696363244,3,low
2115,35.81397165291445,20.0,4.876971363322287,454.2701032664651,1,high
2307,98.95053333843225,12.0,40.88238397837853,771.5067655496675,3,high
3466,68.43142489253448,16.0,27.035137796599816,266.1355518377708,0,high
592,94.89806670470014,16.0,2.4534765865377857,488.0463048531665,3,high
2515,14.255655503311559,,66.1132861142488,426.64397525892434,3,low
1829,38.21394748325693,18.0,28.743053070672616,644.088972540628,1,high
3384,55.47318032823543,19.0,11.398616608615834,553.0348796562752,3,high
2104,7.675806188873802,12.0,1.401505035217732,240.9057232000261,0,high
255,0.41874436279578653,17.0,,685.9219165619679,2,low
3378,67.04343337969175,,14.025334685890503,572.8192584386852,3,high
827,64.18195168014353,19.0,71.45472779330004,,0,low
2361,41.07888099996118,10.0,1.0650176229712998,447.54813428204113,5,low
2956,48.96440760320326,16.0,1.1966240442278109,305.01726275418764,2,high
989,41.54430005920896,22.0,89.45445910595839,474.374296157528,2,low
1534,2.4005044844888856,20.0,100.46436406610671,522.5176951039734,1,low
482,33.537160621746246,15.0,0.8440293266130122,449.8029262049077,2,low
3097,17.708225539728982,14.0,37.766942163303575,432.43032501907186,1,high
845,,11.0,7.511390263067544,258.0889446423232,2,low
688,,16.0,,550.5862192254812,4,low
576,59.935972504216565,,60.91560939053101,211.33181047055712,4,low
1245,72.86562842366027,8.0,3.1885442426107766,504.6619277355893,1,high
3150,31.53637432661175,16.0,8.184450771708896,230.12662639513087,5,low
46,39.31471294940152,16.0,0.7311682181680089,507.57573357294297,3,low
3273,23.692399389672346,12.0,1.3445818749472793,499.0821493118377,0,high
1273,9.696567096542474,16.0,0.9019597339973247,560.501745151781,5,low
2235,17.90316374415838,11.0,48.385665839004155,629.3428575202389,0,high
2554,79.75140452964858,18.0,10.627166482006398,657.1382633376406,3,high
1099,67.75458051837758,,20.389842088574262,258.4936100936105,2,low
3474,54.69288759854769,13.0,46.51304004979057,491.26909203003794,0,high
2595,47.508987286676806,18.0,20.492558907972644,801.6411326840081,1,high
